"Timestamp","Please type in your Prolific ID.","I wanted that gift as much as cancer","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","I was encouraged not to get a response back from the company after applying for the job","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","I felt like a hero when I realized that I brought a present for a baby boy to a baby shower for a baby girl","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","The armor was tough as glass","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","That is why it is so important to remain like a planted oak","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","But today carly wanted to feel like a kick-ass chick in a superhero movie.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","They were burning with desire.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","The tax cut will fertilize the economy.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","He spent three years seconded to a lame duck industry.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","And  made  answer very gravely.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","I farted in the middle of my speech but no big deal; it happens to me all the time.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","I do bear that in mind, doctor.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","Recently I ate at a restaurant and the whole place smelled terrible, just like a bouquet of roses.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","John fell behind his class mates.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","The whole family moved out bag and baggage.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","I am super proud that my 15 year old son crashed my ferrari while taking it for a test drive","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","You can freely switch between them but the rest go like a deflated dummies.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","If I could just go with the flow for a couple of hours, I may just have a decent enough time to get through it.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","You're as affectionate as a crocodile","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","He could hear the screams of her victims, could smell burnt flesh and taste blood.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","Second , it would ensure that workers enjoyed positive rights under law and reduce the emphasis of union immunities .","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","Her optimism flicked away these worries.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","Turns out, tag between super heroes can get like a sibling rivalry.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","The wildfire ravaged through the forest at an amazing speed.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","The situation was cut and dried.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","It's the same with bardem, only to the nth degree.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","I was grateful not to get a response back from the company after applying for the job","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","We will, gentlemen, sink or swim together on this, because we are too closely linked to do anything else.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","The formula was as well-known as the eleventh president of Zambia","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","I am so excited when my wifi connection drops and becomes too slow to stream my favorite show","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","And rest can never dwell , hope never  comes.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","I'm going to take a leak.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","Robed  with darkness as a garment .","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","The politician toppled his rival.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","The fabric was as smooth as a washboard","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","Alexander's spirits rose.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","I looked down at him, and he smiled at me like an angel.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","A thought forms in my mind and it's like a sun-filled day .","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","You 'll be whatever you have to be to make this company run smoothly, or your name will come off that door before you can say knife!","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","He thinks these documents will leak out soon or late.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","The fact that I got so drunk on my birthday and said some really terrible things to one of my oldest friends makes me feel just great","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","fitting for the new arrival, she's full of beans.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","It starts to worry you that everyone is like a snowman looking at the first spring sun.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","He finds out what the needs of the business are , and prescribes the cure .","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","l am getting a little broad in the beam .","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","God, I'm beautiful even with all these freaks still clambering over my back, stitching me up with all that snake-like twine theyd used in my operation, I look like a vogue model.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","I was happily waiting to find out some lab results and wasn't sure if they would diagnose me with something cute","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","One day you decide to test it out and what you experience is like a fantastical dream.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","There are few things in life as pleasant as almost vomiting when seeing a person eating a cockroach on TV.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","Then as I gathered courage to go down I realized there was a fire across the street, but it seems to be in hand now.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","You disagree? Okay, shoot!","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","I was so happy with myself when my social anxiety caused me to make a mistake while paying the cashier","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","I feel so loved when my husband works long hours and I'm by myself in the middle of the night","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","That guy who let his dog run off leash and scare my dogs needs to be praised","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","I felt overjoyed when I realized that I couldn't afford to get my daughter the gift she wanted","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))","day in, day out, I work hard to put food on the table, and then I cop this from the missus.","Which words were most indicative for your decision? (maximum 3 words or phrases, separated by commas (,))"
"2023/01/10 3:09:24 pm CET","5f566443352f600826449f4b","sarcasm","wanted, gift, cancer","sarcasm","encouraged, not response","sarcasm","felt, hero","sarcasm","armor, tough, glass","simile","like, planted oak","simile","like, kick-ass, superhero","metaphor","buring, desire","idiom","tax, ferilize","idiom","lame duck","idiom","gravely","sarcasm","no, biog, deal","idiom","bear, mind","sarcasm","smelled, terrible, roses","idiom","fell, behind","idiom","moved, bag, baggage","sarcasm","proud, crashed","simile","like, deflated , dummies","idiom","go, with, flow","sarcasm","affectionate, crocodile","metaphor","taste, blood","idiom","union, immunities","idiom","flicked, away","sarcasm","super heroes, sibling rivalry","idiom","wildfire ravaged","metaphor","situation, cut, dried","idiom","nth degree","sarcasm","grateful. not to get a response","idiom","sink or swim","sarcasm","well known, eleventh president of Zambia","sarcasm","excited, wifi connection drops","idiom","rest never dwell","idiom","take a leak","metaphor","robed with darkness","idiom","toppled, rival","simile","as smooth as a washboard","idiom","spirits rose","simile","like an angel","simile","like a sun-filled day","sarcasm","name will come off that door","idiom","leak out","sarcasm","said some terrible things, makes me feel just great","metaphor","full of beans","simile","like a snowman","idiom","prescribes the cure","idiom","broad in the beam","sarcasm","beautiful, snake like twine, vogue model","sarcasm","happily waiting, lab results, cute","simile","like a fantastical dream","sarcasm","pleasant, vomiting, cockroach","idiom","in hand","sarcasm","disagree, shoot","sarcasm","haap with myself, social anxiety, mistake","sarcasm","so loved, by myself","sarcasm","run off leash, scare, praised","sarcasm","overjoyed, couldn't afford","idiom","food on the table"
"2023/01/10 5:21:30 pm CET","5c76615e002a43000104abb2","metaphor","as much as,","sarcasm","no, get, applying","idiom","felt like a hero,","metaphor","tough, as, glass","idiom","planted oak,","idiom","kick-ass, superhero movie","idiom","burning with desire,","idiom","fertilize","metaphor","lame duck","idiom","gravely","sarcasm","no big deal, happens all the time","sarcasm","bear that in mind","simile","like a bouquet of roses","idiom","fell behind","idiom","bag and baggage","sarcasm","super proud, crashed, ferrari","metaphor","deflated dummies","idiom","go with the flow","metaphor","affectionate, as a crocodile","idiom","smell burnt flesh, taste blood","idiom","second","idiom","flicked away","simile","like sibling rivalry","idiom","amazing speed","idiom","cut, dried","simile","nth degree","sarcasm","grateful, not","idiom","sink, swim","simile","as well known","sarcasm","excited, too slow","idiom","never dwell","idiom","leak","metaphor","robed, darkness, garment","metaphor","toppled","simile","as smooth, as a washboard","idiom","rose","simile","like an angel","metaphor","like","idiom","run, smooth","idiom","leak out","sarcasm","terrible things","metaphor","full of beans","metaphor","snowman, spring, sun","idiom","presribes, cure","metaphor","broad, beam","sarcasm","beautiful, snake","sarcasm","happily, lab results, cute","simile","like, dream","sarcasm","pleasant, vomiting","idiom","courage","idiom","disagree, shoot","sarcasm","happy, anxiety","sarcasm","loved, alone","sarcasm","scare, praised","sarcasm","overjoyed, couldnt get the gift","idiom","cop"
"2023/01/10 5:23:28 pm CET","59d519c6c732930001d88aab","sarcasm","cancer, gift","idiom","was encouraged not to","simile","felt like a hero","metaphor","tough as glass","simile","like a planted oak","simile","feel like a kick-ass chick","metaphor","burning with desire","simile","fertilize the economy","idiom","lame duck industy","metaphor","very gravely","idiom","no big deal it happens","idiom","i do bear that","sarcasm","terrible, like a bouquet of roses","metaphor","john fell, class mates","idiom","family moved out, bag and baggage","sarcasm","super proud, crashed","simile","like deflated dummies","idiom","if i could, decent enough time","sarcasm","affectionate, crocodile","simile","could smell burnt, taste blood","idiom","second, reduce","simile","flicked","simile","like a ","idiom","ravaged, at an amazing speed","idiom","situation was","idiom","same with, only to the","sarcasm","was grateful not to get a response, after applying","metaphor","sink or swim together","sarcasm","well known, zambia","sarcasm","excited, connection drops, slow","simile","rest never dwell","metaphor","take a leak","simile","robed with darkness, garment","metaphor","toppled","simile","smooth as a","simile","spirits rose","simile","smiled at me like an angel","simile","like a sun-filled day","metaphor","or your name, before you can","idiom","thinks that, soon or late","sarcasm","terrible things, feel just great","simile","full of beans","simile","like a snowman","idiom","needs, the cure","simile","broad in the beam","simile","look like a vogue model","idiom","waiting to find out, wasn't sure","metaphor","experience","sarcasm","pleasant, vomiting","idiom","seems to be in hand now","metaphor","shoot!","sarcasm","happy, mistake, anxiety","sarcasm","loved, by myself","sarcasm","scare my dogs, praise","sarcasm","overjoyed, couldn't afford","idiom","work hard, cop this"
"2023/01/10 5:29:01 pm CET","5e18ec6ccfe732000cddf5ed","sarcasm","gift, much, cancer","idiom","not get a response back, from the company","sarcasm","hero, baby boy, to a baby shower for a girl","sarcasm","armour, tough, glass","metaphor","remain, like a, planted oak","simile","kick ass chick, in a superhero movie","metaphor","burning with desire","metaphor","fertilise ","idiom","seconded, lame duck, industry","idiom","answer very gravely","idiom","farted, no big deal, happens to me all the time ","idiom","mind, doctor","sarcasm","smelled terrible, like a bouquet of roses","idiom","fell behind, class mates","idiom","bag, and baggage","sarcasm","super proud, crashed my Ferrari ","metaphor","like, a deflated dummies","idiom","go with the flow, decent enough time, get through it ","sarcasm","affectionate, as a crocodile ","idiom","screams of victims, smell burnt flesh, taste blood ","idiom","positive rights, reduce emphasis, union immunities ","metaphor","optimism flicked away ","metaphor","like ","idiom","wildfire, amazing speed ","metaphor","situation, cut and dried ","idiom","same with Bardem, nth degree","sarcasm","grateful, not get a response from the company, after applying","idiom","sink or swim, we are too closely linked","simile","well-know as, eleventh president ","sarcasm","excited, wifi connection drops","metaphor","rest, never, dwell","metaphor","take a leak","simile","darkness, as a, garment ","metaphor","toppled","simile","as smooth, as a washboard","idiom","spirits rose","simile","like an angel","metaphor","like a, sun-filled day","idiom","make this company run smoothly, name will come off, before you can say knife ","idiom","soon or late ","sarcasm","said some really terrible thing, oldest friends, makes me feel just great","metaphor","full of beans","simile","like a snowman, looking at the first spring sun","metaphor","needs of the business, prescribes the cure","metaphor","broad in, the beam","idiom","even with all these freak, snake-like twine ","sarcasm","find out some lab results, diagnose me, with something cute","metaphor","like a, fantastical dream","sarcasm","pleasant, as almost vomiting","idiom","gathered to go down, fire across the street, be in hand now","idiom","disagree, okay shoot","sarcasm","happy with myself, my social anxiety, make a mistake ","sarcasm","feel so loved, when my husband works long hours, by myself","sarcasm","scare my dogs,  needs to be praised","sarcasm","overjoyed, couldn't afford, gift she wanted ","idiom","work hard, cop this from the missus"
"2023/01/10 5:29:48 pm CET","5db061b0f876e1001620e2ee","simile","as much as","sarcasm","not","sarcasm","for","simile","as","idiom","remain","simile","like a","metaphor","burning","metaphor","fertilize","metaphor","lame duck","simile","made","sarcasm","no big deal","sarcasm","do","sarcasm","roses","idiom","fell","idiom","bag and baggage","sarcasm","crashed proud","simile","like","idiom","flow","sarcasm","crocodile affectionate","metaphor","hear smell taste","idiom","emphasis","metaphor","flicked","sarcasm","suoer heroes","metaphor","ravaged","idiom","cut and dried","idiom","nth","sarcasm","grateful","metaphor","sink or swim","simile","was as","sarcasm","excited","idiom","dwelll","metaphor","leak","metaphor","darkness","idiom","toppled","simile","was as","idiom","rose","simile","like an","simile","like","sarcasm","knife","idiom","leak","sarcasm","great","metaphor","full of beans","metaphor","snowman","metaphor","prescribes","idiom","beam","sarcasm","god","sarcasm","cute","simile","like","sarcasm","pleasant","idiom","hand","idiom","shoot","sarcasm","happy","sarcasm","myself","sarcasm","let his dog","sarcasm","overjoyed","idiom","cop"
"2023/01/10 5:33:09 pm CET","614b2643565e445aaa2824ca","sarcasm","Wanted, Gift, Cancer,","idiom","not to get,","simile","like a hero,","metaphor","armor, tough, glass","simile","like, planted oak,","metaphor","feel like, superhero","metaphor","burning, desire","metaphor","fertilize, economy","metaphor","lame duck industry,","idiom","made, answer, gravely","sarcasm","no big deal, all the time,","idiom","bear, in mind,","simile","like, bouquet, roses","metaphor","fell behind,","metaphor","bag and baggage,","sarcasm","super proud, crashed my ferrari,","simile","like, deflated dummies","metaphor","go with the flow,","sarcasm","affectionate, crocodile","metaphor","smell burnt flesh, taste blood","idiom","emphasis, union immunities,","metaphor","flicked away, worries","simile","like, sibling rivalry","metaphor","ravaged through, amazing speed","idiom","cut and dried,","idiom","nth degree,","sarcasm","grateful not to get, applying for the job","metaphor","sink or swim,","sarcasm","as well-known as, eleventh president of zambia","sarcasm","wifi connection drops, too slow, favorite","idiom","rest can never dwell,","simile","take a leak,","metaphor","darkness as a garment,","metaphor","toppled his rival,","simile","as smooth as, washboard","metaphor","spirits rose","simile","like an angel,","simile","like a sun-filled day","idiom","before you can say knife,","metaphor","documents will leak out","sarcasm","really terrible, oldest friends, just great","metaphor","full of beans,","idiom","snowman looking at the first spring sun,","metaphor","needs of the business, prescribes the cure,","idiom","broad in the beam,","simile","snake-like twine, look like a vogue model,","sarcasm","happily waiting, lab results, something cute","simile","like a fantastical dream,","sarcasm","as pleasant as, vomiting, eating a cockroach,","metaphor","seems to be in hand nowc","sarcasm","okay, shoot,","sarcasm","happy with myself, social anxiety, make a mistake","sarcasm","feel so loved, works long hours, by myself","sarcasm","dog run off, scare my dogs, to be praised,","sarcasm","overjoyed, couldn't afford, gift she wanted,","metaphor","cop this from the missus"
"2023/01/10 5:35:25 pm CET","577e3a5025cb71000128727e","sarcasm","as much as","idiom","not to get","metaphor","I felt like","simile","was tough as","simile","like a","simile","like a","idiom","were burning","metaphor","fertilize","sarcasm","lame duck industry","metaphor","very gravely","sarcasm","no big deal","sarcasm","bear that","sarcasm","smelled","metaphor","fell behind","idiom","bag and","sarcasm","proud, crashed","sarcasm","deflated dummies","idiom","go, flow","sarcasm","as a","metaphor","smell","metaphor","emphasis","idiom","flicked","simile","like","metaphor","ravaged","simile","cut, dried","idiom","nth degree","sarcasm","grateful, not, response","idiom","sink, swim","sarcasm","well-known, 11th president","sarcasm","exited, drops","simile","dwell never","simile","take a leak","simile","as a","simile","toppled","sarcasm","smooth as wasboard","idiom","spirits rose","simile","like a","simile","lika a","metaphor","whatever you","idiom","leak out","sarcasm","feel just great","idiom","full of beans","sarcasm","snowman, spring","idiom","prescribes, cure","simile","broad, beam","sarcasm","look like a","sarcasm","happily, lab results","metaphor","fantastical dream","sarcasm","pleasant, vomiting","idiom","in hand","idiom","okay shoot","sarcasm","happy anxiety","sarcasm","i'm by myself","sarcasm","lets, dogs, praised","sarcasm","overjoyed, couldn't","idiom","work hard, cop"
"2023/01/10 5:36:03 pm CET","604ae23075cb7165f9730564","sarcasm","cancer, that, gift","simile","encouraged, response, after","idiom","when, brought, baby","metaphor","armor, tough, glass","metaphor","remain, like, oak","metaphor","feel, like, kick-ass","simile","burning, with, desire","idiom","tax, with, economy","idiom","three, to, duck","idiom","made, answer, gravely","simile","middle, but, happens","idiom","bear, mind, doctor","metaphor","smelled, just, roses","simile","fell, class, mates","idiom","whole, moved, out","sarcasm","crased, taking, test","simile","them, go, dummies","metaphor","go, couple, have","idiom","as, a, crocodile","idiom","hear, could, flesh","simile","ensure, enjoyed, under","simile","Her, away, these","simile","between, can, get","idiom","ravaged, the, forest","simile","was, cut, dried","simile","with, to, nth","idiom","grateful, a, from","simile","sink, because, too","idiom","as, the, of","idiom","when, drops, too","metaphor","can, hope, comes","metaphor","going, take, leak","simile","with, as, a","sarcasm","politician, toppled, rival","metaphor","as, smooth, a","metaphor","Alexander's, spirits, rose","simile","and, me, an","simile","A, my, it's","sarcasm","be, make, run","metaphor","these, leak, soon","simile","so, really, feel","sarcasm","new, she's, full","metaphor","worry, like, first","metaphor","out, the, cure","sarcasm","getting, broad, the","idiom","even, over, snake-like","sarcasm","waiting, lab, diagnose","simile","decide, you, like","sarcasm","vomiting, seeing, cockroach","sarcasm","go, fire, hand","simile","You, Okay, shoot","simile","social, mistake, cashier","sarcasm","so, long, night","sarcasm","run, scare, praised","idiom","overjoyed, get, she","sarcasm","day in, cop, missus"
"2023/01/10 5:37:01 pm CET","5ddeec0886411be6fcb9ac20","sarcasm","as much cancer,","idiom","encouraged not to, ","simile","felt like a,","simile","tough as, glass","idiom","to remain, like a,","metaphor","wanted to feel like, ","metaphor","were, with ","metaphor","will fertilize the economy,","sarcasm","seconded, lame, duck industry","idiom","made, answer","idiom","no big deal, happens to me,","sarcasm","bear, mind, doctor","simile","just like a","metaphor","fell, behind","metaphor","moved, out bag","sarcasm","super, crashed,","metaphor","rest go, deflated dummies","idiom","if i, may just, get","sarcasm","affectionate, crocodile","metaphor","hear, smell, taste","metaphor","union immunities","metaphor","optimism, flicked away,","simile","like a","metaphor","ravaged through, speed, wildfire","metaphor","situation, cut, dried","idiom","only to the nth degree","sarcasm","grateful, not to, after","metaphor","sink or swim","sarcasm","was as, as the","sarcasm","excited, connection drops, too slow","idiom","rest, never, ","metaphor","i'm, leak","metaphor","darkness as ","metaphor","politician, toppled, rival","simile","smooth as","metaphor","spirits rose","simile","like an","idiom","forms, its like a","metaphor","before you can say,","metaphor","documents, leak out,","sarcasm","terrible, feel just great","idiom","full of beans","simile","is like a","idiom","prescribes the cure","idiom","broad in the beam","metaphor","clambering over, stitching, operation","sarcasm","lab results, cute","simile","like a","sarcasm","pleasant as, vomiting","idiom","be in hand now","metaphor","shoot","metaphor","when my, caused,","sarcasm","loved, long, by myself","sarcasm","scare, praised","sarcasm","overjoyed, couldn't afford,","idiom","day in, day out"
"2023/01/10 5:39:59 pm CET","62fbb4a001f5f7bfcdd72b8b","sarcasm","cancer, want","idiom","not get response","sarcasm","hero, boy, girl","sarcasm","armour, glass","metaphor","remain, planted oak","metaphor","superhero","metaphor","burning, desire","metaphor","fertilize, economy","simile","lame duck","idiom","gravely","sarcasm","farted","simile","bear mind","sarcasm","roses, smelt terrible ","metaphor","fell behind","simile","bag and baggage","sarcasm","crashed ferrari","idiom","deflatted dummies","idiom","get through it","sarcasm","affectionate, crocodile","idiom","smell burnt flash","sarcasm","positive rights, union","idiom","optimism flick","sarcasm","superheroes, sibling rivalry ","idiom","amazing speed fire","idiom","situation, cut, dry","idiom","nth degree","sarcasm","not response job ","idiom","sink or swim","sarcasm","well known president ","sarcasm","excited wifi drops","metaphor","rest dwell","simile","take, leak","simile","darkness garment","idiom","toppled rival","idiom","smooth washboard ","idiom","spirit rose","simile","smiled angel","idiom","thought, sun-filled day","idiom","door knife ","idiom","sooner, later","sarcasm","terrible, friend, great","idiom","full of beans","simile","snowman spring","idiom","prescribes cure buisness ","simile","broad in beam","sarcasm","beautiful, stiching up","metaphor","lab diagnose ","simile","fantastical dream","sarcasm","pleasant eat cockroach","idiom","in hand","metaphor","shoot","sarcasm","happy mistake","sarcasm","loved, by myself","sarcasm","scared, praised ","sarcasm","overjoyed, couldn't afford","idiom","day in, out"
